Comment,Forum
元朗五星戰隊呀 一個打幾十個無辜市民,LIHKG
"上面叔父搵幾個藍燈籠交數
冇睇詳情，係咪笠頭套唔開名？",LIHKG
老同,LIHKG
"拉得5個
直頭係低調拉人低調放人",LIHKG
主腦人 何君堯拘捕左未？頭先講既職業冇律師,LIHKG
琴晚點解要放走成班白衫,LIHKG
沙田兩個眾志仔都要搜屋，今次係咪應該搜祠堂？,LIHKG
下晝捉兩個 比人發現 3個先夠非法集結 夜晚再交多4個人出黎 好波喎,LIHKG
屌你老母先得5個，你真係當香港人係傻,LIHKG
成千個人打人 你捉5個？其實你地班黑警講出黎怕唔怕俾人笑呀,LIHKG
拘捕幾件細粒當交數,LIHKG
"拉非法集結不如直接請佢地返狗屋坐下再車埋佢地返屋企啦
仲有聽新聞講有件被搭返屋企唔知搜屋定乜春，而條友係有得黑布蒙頭
咁多次示威者比狗搭返屋企我無見過有黑布蒙頭",LIHKG
尋晚起馬過百人,LIHKG
仆你個街，犯法嘅黑警都唔止5個啦,LIHKG
飛天南醒返啦 拉左未？,LIHKG
片入面至少見過百啦屌,LIHKG
"得啦
繼續抗掙",LIHKG
其實佢依家拉5個，50個定500個，我都唔會再信佢,LIHKG
抽生死籤,LIHKG
"你用警棍打到佢地爆血
用布袋槍射爆黑社會隻眼我就信你香港黑警食屎狗",LIHKG
拉出黎示眾啦,LIHKG
5名暫告非法集結罪名，好輕罪！,LIHKG
特登玩野同612五位齊頭？,LIHKG
"各位，鍛鍊身體
光復香港 時代革命",LIHKG
仆街啦，仲有人信佢地？,LIHKG
"金鐘對峙
元朗合照
林鄭龜縮,政府無直接回應市民意見後果
今日香港既局勢,對立
完全係林鄭一手做成",LIHKG
拉咗你下手8鄉指揮官先喇,LIHKG
"暴動罪
藏有攻擊性武器
企圖謀殺
屌你老母",LIHKG
5個？聚賭先岩岩夠腳,LIHKG
"或者罰幾百(轉頭, 正苦地區撥款, 找番條數有突)",LIHKG
屌你老味傾撚掂數要交咩人架啦,LIHKG
"文字版：
詳細真相！
我親自係現場，而且最撚前。
我發誓絕無半點謊言，如果唔係天打雷劈。
首先情況
我地向前推進到同警方大約30米，同警方對峙，對峙咗都有一段時間（30米即係大約有半個泳池左右）。我地冇做任何衝擊行為，在場有社工一直開大聲公轟炸班狗，然後班狗開始叫我地走。
我地冇走，然後開始舉咗一陣黑旗（即係表示會用催淚煙），大約僵持咗大約20至30分鐘。期間，有大約5犬係小型花園（即示威區馬路右旁），向記者、旁觀者、監察員完全無示警下，用胡椒水槍係咁射。我地完全唔知咩事，以為爆水渠有水彈中。
後尾發現成身畀火燒先知係胡椒，然後去到警犬開催淚煙個刻，呢次係首回合，開煙射入人群，然後我地退後大約70-80米（即一個標準泳池加多小小）。唔知點解我覺得今次嘅煙係特別大聲、同大煙，因為我有豬咀，我決定行前小小拉同伴向後，之後用附近水喉向高空得希望可以降低煙濃度。
之後，再相隔大約10分鐘，我地再推前返。隨即，班犬又放煙，跟隨住巴士站都有放，然後班犬同步推前到商場位置，我地再後退大約25-40米，僵持大約10分鐘。
跟住就開始嚟料，強調我地冇再推前、冇衝擊，更加冇乜撚燃燒彈，on撚鳩再屈啊撚樣，屌你老母。係咁對住我地射煙，當煙大到霧霾咁嘅時候，班犬係同步，我再講一次，係同步、同步
放煙加開槍加用勁強光電筒射我地
槍方面，我唔知咩子彈
只知道射穿咗我把遮再彈到手，同射到腳
以我既感覺，聽覺加觸角，似係金屬，即係布袋彈
同場解釋果陣既情況係冇橙旗，係無，係，無，橙，旗
(橙旗即表示會開槍)
再講一次以上係同步！！！！！！
持續大約20分鐘
其間連記者都嚇到要退後到有牆地方
之後就開始平靜，然後達成共識1125撤退。
可能有漏，唔記得太多。
認撚住班狗今日做過咩，香港人加油！！！",LIHKG
拉左咁多個好叻呀,LIHKG
"曬氣 傾掂要交嘅人數 安家費
港府當香港人儍㗎",LIHKG
搞咁撚耐都係得5個,LIHKG
"5個?我屌你老母臭闣
對義士就有捉錯，冇放過
求撚其入元朗拉晒班仆街都有幾十個掛，屌你老母黑警死全家",LIHKG
大家都好嬲元朗單野,LIHKG
6鄉 1鄉交1個，攪掂,LIHKG
只係非法集結,LIHKG
指揮官好似高級過佢,LIHKG
沙田有不反對通知書都拉30幾個啦屌你老母,LIHKG
"非法集結
不如告遊盪",LIHKG
"5個，仲要只係告非法集結
不如告遊蕩丫笨",LIHKG
"有埋片, 黑警放佢地瘋狂打市民
黑警唔會同你交代",LIHKG
傾掂數，收錢交人！警黑一家親,LIHKG
其實我地係咪可以自己查逼佢拉,LIHKG
呢5個收左幾多安家費呀,LIHKG
五個???? 交數都比D誠意啦,LIHKG
5個？示威者就一車車咁拉,LIHKG
"底都幫你起埋 都係得五個
死廢柴黑警",LIHKG
警黑勾結,LIHKG
只係電視畫面已經見到最少有四五十人打人啦,LIHKG
300個拉5個出黎交功課 我屌你,LIHKG
"佢咪話拉左五個lo
仲要問",LIHKG
五人暴動嘅logic,LIHKG
預左啦，唔通夠膽拉幾十個黑社會咩,LIHKG
"官商鄉黑警
齊哂",LIHKG
恐襲！唔好比佢地洗白,LIHKG
明明講非法集結 咩恐襲,LIHKG
"琴日面對面唔捉
事後捉5個 一日後就放返
黑警你食屎啦 無人想睇你啲公關戲",LIHKG
襲擊事件？定性幾幾亂9咁嚟,LIHKG
"五個夠人暴動啦非法集結
屌你老母",LIHKG
呢條罪坐幾多一般,LIHKG
非法集結罰下錢就出返黎啦,LIHKG
5個暴動,LIHKG
犬：唔可以網上講乜嘢警犬就走去查,LIHKG
我驚嗰五個係被人打嗰五個,LIHKG
香港警察包庇恐怖分子,LIHKG
個條撚樣只係總督察,LIHKG
成個和勝和唔收皮都唔收貨,LIHKG
"但真係冇中環嗰邊嘅新消息
我都覺得好恐怖開左30幾槍冇人理
但我地只可以推上熱門
然後可以點？
一啲新消息都冇咪只可以重重覆覆",LIHKG
息都唔夠俾，叫佢睇撚住路,LIHKG
條罪係非法集結?????無撚野下話,LIHKG
"啲大佬推班細既出嚟祭旗姐
琴晚睇live幾撚多白衫垃圾mk仔",LIHKG
"拉到都剩係可以告非法集結
唔係就要上暴動罪
傷人罪黑警就算做樣告
一來兇器已經唔見咗
二來受害人一定認唔到打手
上法庭一定甩
屌",LIHKG
5個,LIHKG
24小時 5個？連登起底都唔撚只啦,LIHKG
冇200個你都同我收皮,LIHKG
"冇500 就收皮
隔離post話琴日出左八百人",LIHKG
"黑警
你拉撚哂白衫人又點
係人都知你地同鄉黑同一伙
打市民打大肚婆",LIHKG
繼續黑哨，我無野講!,LIHKG
黑警好叻叻呀,LIHKG
老實講，衝立法會，沙田，兩次都拉好小人，呢次應該會集中火力追殺牛屎佬,LIHKG
拉細路打細路就威 屌你地老母,LIHKG
5個人企水吧沖奶茶就可能夠,LIHKG
"5個？即係暴動啦
學政府咁講",LIHKG
如果持有任何有機會入班牛屎佬嘅片就打94600523，俾黑警攪。星期六照入元朗,LIHKG
拉黑衫呀？,LIHKG
"5個
得啖笑",LIHKG
"幾十個人露哂樣
你捉5個?",LIHKG
五個交數？五百個先交到掛？,LIHKG
"起碼500個啦, 食屎狗!",LIHKG
緊記，善用浮沉功能，見到垃圾POST，幾唔GUR都唔好，唔好負皮同留言，比佢沉,LIHKG
"高調拉人
低調放人",LIHKG
真係屌你老母 仲對黑警有希望？,LIHKG
"保護義士
保護香港市民",LIHKG
屌你老母垃圾,LIHKG
到時咪又係話證據不足,LIHKG
5個?著曬白衫，拎曬武器，如果連落場果幾百人都拉唔到，憑咩話警察係除暴安良沒有警察，只有黑警,LIHKG
係咪告亂拋垃圾,LIHKG
50個都唔撚夠呀屌你老母,LIHKG
全部捉到先好出嚟講啦,LIHKG
加多個零都唔收貨啦,LIHKG
"琴晚又話有成百人所以個兩個警察先要走既，然後捉5 個，講大話有多小小道德呀 balance 下條數
淨計隔離post 睇片都數到5 個，班警察執緊牛屎呀？",LIHKG
"尋晚求鳩其都一百幾十個人啦，dllm
高調拉5個人，之後就低調放哂所有人
想等過一排就當無事發生過
我屌你老母死黑警，黑警死全家
光復香港，時代革命",LIHKG
"屌你老母
非法集結
示威者一拉到就暴動罪
無撚野呀",LIHKG
交數？幾時話拉牛屎佬？警狗拉得5個遊行人士算少啦,LIHKG
尋日閒閒地都50個喎,LIHKG
影分身術,LIHKG
諗住交五個非法集結？屌佢老母,LIHKG
最低消費30人,LIHKG
好多謝你吖屌你老母,LIHKG
連登都唔止起咗五件出嚟,LIHKG
五個?收皮啦,LIHKG
交人頭我都識啦,LIHKG
好意思咁高人工,LIHKG
目標50,LIHKG
個5個係咪自組民團既義士,LIHKG
屌你老母黑驚大細超,LIHKG
"最少都拉五六十人啦屌 , 個個都咁易認",LIHKG
有哂片 邊只五個呀你老母,LIHKG
其實恐襲可以告邊條?,LIHKG
咁大班人捉得嗰五個！？,LIHKG
垃圾狗警信唔過，一定要自組防衛隊，保護平民,LIHKG
"拉你老母咩
捉哂佢地比班街坊打返一個鐘得喇",LIHKG
"記住, 黑警係幫凶!!!!!此仇必報!!!!",LIHKG
恐襲 同 襲擊。標題黨,LIHKG
做番場戲，劇本唔錯丫,LIHKG
"都冇講拉黑衫定白衫
可能拉跪低個個 柳俊江 護大肚婆個個
同另外兩個俾人打到爆哂血既",LIHKG
冇800 個就727 見,LIHKG
有曬樣都淨係拉五個二打六,LIHKG
"屌你老母
宜家先得六個
兩台麻雀都未夠",LIHKG
尋晚所有人已經睇清楚個真面目，再做show都無用。,LIHKG
告得非法集結把撚咩,LIHKG
"高調拉人
低調放人",LIHKG
最少都一百個啦屌,LIHKG
又毅進制,LIHKG
拉左推出黎私了左佢囉,LIHKG
轉個頭放走咗都無人知,LIHKG
捉示威者就大搜捕 黑社會就求奇拉幾個,LIHKG
"拉到30個先叫基本
告到蓄意傷人先好話自己做到野",LIHKG
我都想知 求法律組解答,LIHKG
5人暴動 岩岩好夠數,LIHKG
升天南唔撚洗拉呀? 心臟病有特權呀?,LIHKG
"有閪用咩而家先拉
琴日唔拉已經玩撚大咗
拉一萬個都冇撚用",LIHKG
你一個都唔拉都無咁肉酸,LIHKG
我哋睇住 live 見證警黑勾結，咪以為砌幾件可以平息民憤,LIHKG
5/200 仲要非法集結會 又想俾人屌？,LIHKG
800個白衣人捉得5個1%都冇,LIHKG
拉我地啲人定佢地啲人先...,LIHKG
請推到李漢民呀sir 升職,LIHKG
唔係好叻入醫院拉人咩,LIHKG
"叫個光頭佬出黎la 屌
琴晚唔係好撚串ga 咩？",LIHKG
高調拉人、低調放人，含撚啦,LIHKG
"哦？ 鏡頭前拉 街尾放返
好悶呀",LIHKG
著曬白衫，拎曬武器，如果連落場果幾百人都拉唔到，憑咩話警察係除暴安良,LIHKG
五條A!,LIHKG
"5條友打撚到 50個人重傷危殆
唔怪之得啲黑社會咁撚勁啦
1打10 個個葉問黎架",LIHKG
根據《聯合國（反恐怖主義措施）條例》（香港法例第575章）（下稱《反恐條例》）第2條，「恐怖分子」是指作出或企圖作出恐怖主義行為或參與或協助作出恐怖主義行為的人；「與恐怖分子有聯繫者」是指由恐怖分子直接或間接控制或擁有的實體。《反恐條例》第2條亦對何謂恐怖主義行為作出詳細定義。根據《反恐條例》第5條，行政長官可向法院提出申請，要求作出命令指明某人或組織為恐怖分子或與恐怖分子有聯繫者。根據第10條，任何人成為第5條下指明的團體的成員，或為其招募成員，均屬違法。,LIHKG
著曬白衫，拎曬武器，如果連落場果幾百人都拉唔到，憑咩話警察係除暴安良沒有警察，只有黑警,LIHKG
收皮啦！拎5個人岀黎當交貨,LIHKG
"琴日吹雞吹咗400人 1000人喎 拉撚得個5個
你痴撚咗線呀 ?",LIHKG
含撚啦警察,LIHKG
一味私相授受 可恥！推到你地個個仆街陷家剷！,LIHKG
"何止唔拉呀
企隔離吹水 話多謝佢地幫手呀",LIHKG
#225 點睇？,LIHKG
"有錢就自己認投喇
分分鐘第一次入元朗
一係就拉後生仔屈",LIHKG
"我地搵齊哂料果到起碼10幾20個啦
我就睇你班狗最後拉到幾多個",LIHKG
戰隊又出動了,LIHKG
影到都唔至5個，仲有同黑社會勾結嘅警察,LIHKG
"罷工 罷市
好好利用恐懼
等林鄭自己捉蟲
以為用恐懼可以威脅香港人
我哋就用呢種威脅
去令到香港市民
罷工罷市
如果成功佢哋唔會再有一次
利用呢種手段去威嚇我哋
我哋要拉商家落嚟
我哋已經動用晒
所有市民嘅資源
無論係衝擊中聯辦
定係義士用生命
去同黑警抗爭
我哋香港市民
都要陪上佢哋嘅安危
咁只有用經濟
去將呢一個極權嘅政府
從佢哋高高在上嘅位置
拉返落嚟
香港唔要一個管治型嘅政府
香港人需要嘅係
服務型嘅政府",LIHKG
"屌你老尾
ISIS玩恐襲都唔止5個啦仆街",LIHKG
"頭先睇有線話今日先去麻雀館抄身份證
希望有幫助
屌你老母尋日又唔抄",LIHKG
靠警察無用，一定要血債血還,LIHKG
半席都食唔到屌你老母,LIHKG
5個？屌你起左底都唔止5個啦,LIHKG
仲做咩戲？無論村口果尐白衫人有冇犯法，禽日已經應要登記佢哋所有人嘅身分證啦⋯⋯登記金鐘示威者身分證你哋又咁落力？睇吓佢個樣，成pat屎咁，西口西面,LIHKG
一哥哥口中既五位暴徒？,LIHKG
警告你黑警，唔好停呀！5個？唔收貨,LIHKG
50個都覺得少 5個？！毅進仔真係毅進仔 估算仲差過啲小學生,LIHKG
"等睇係拉左受害人
然後搵白衫做證人",LIHKG
只告非常集結！阿sir 做嘢唔使你教,LIHKG
點解咁大件事冇巴打推過,LIHKG
回覆負評過多，按此顯示原文,LIHKG
點解係電莖選手奶共會大鑊過中聯辦公開煸動,LIHKG
抽緊圍住達哥批鬥果班li慰兵水,LIHKG
"一直都講緊中共/中聯辦有份
佢地話收啊爺order做野麻",LIHKG
其實琴日都有,LIHKG
"你個重要次序都幾有趣
果d 小人物whos fucking care",LIHKG
sor怪錯咗你,LIHKG
但li慰兵日日去圍唔想出聲既達哥放過彈出彈入賣港賣台既撚人同mon住支那辦既人,LIHKG
篇新聞係尋日既，但發覺冇人推過,LIHKG
推俾多D人見到,LIHKG
"原來係中聯辦搞亂香港
好心痛
利伸：極深藍",LIHKG
rubio 都直接講 this is what communist party do,LIHKG
"諗緊係乜撚嘢玩具
原來陰莖選手",LIHKG
連埋呢個一齊睇,LIHKG
好少人著眼呢點,LIHKG
公開招兵買馬,LIHKG
"光復香港
時代革命",LIHKG
唔只要針對何妖，仲有背後既中共,LIHKG
"直接出錢派人搞
你見所有建制要出來支持何君堯就知",LIHKG
最緊要係有證據，而且係以組織身份喺官方場合煸動,LIHKG
"應該劍指中聯辦
要全世界知道中聯辦做呢件事",LIHKG
"見咁多人都反鄉黑，反牛屎佬
但係對準背後叫人果個仲好啦",LIHKG
"唔好意思借一借個位
唔好忘記中環事件
【文宣】7.21上環黑警6宗罪懶人包",LIHKG
"何君堯背後咪中聯辦
所以最好每次提何君堯，都叫佢中聯辦扶值嘅何君堯，咁就唔會失焦",LIHKG
中聯辦操盤，黑警鄉黑全部都要反,LIHKG
黨官鄉黑警合作,LIHKG
"因為捧佢出黎嘅係本土群眾，呢啲叫二五，反骨
中聯辦本來就係敵人，一路都屌緊
所以你見到嘅係「一路屌緊」vs「從無到有」竹，先至有呢個錯覺",LIHKG
"唔會忘記上環義士，當初721針對中聯辦
元朗都要針對中聯辦",LIHKG
何妖只係箭靶，後面仲有中聯辦,LIHKG
"下 除左佢仲有邊個叫得郁全港所有黑社會做野？當年雨傘已經係咁
當年689一上任就入村飲茶又搞村屋僭建，都係想收編呢d人je",LIHKG
"小桃園飯局個係你唔知實際講過乜，亦冇行動
今次係官方場合煸動恐襲",LIHKG
唔係依家先知下話,LIHKG
中聯辦出錢請黑社會。最合理的推斷。,LIHKG
公開既秘密,LIHKG
唔係化 ？依家先知？ 只係何妖被人過左一楝，唔肯找尾數出事累全家,LIHKG
其實呢單罰，我諗真係再蠢既人都睇得明，唔聽果啲，可以理解做對方勢力，骨子裡支持,LIHKG
